"long","lat","order","hole","piece","id","group"
7.15,53.7167,1,FALSE,"1","a","a.1"
-5.3333,36.15,2,FALSE,"1","a","a.1"
-8.9167,40.2167,3,FALSE,"1","a","a.1"
-9.16670000000001,42.8833,4,FALSE,"1","a","a.1"
-9.9532,53.3672,5,FALSE,"1","a","a.1"
-8.9833,54.6833,6,FALSE,"1","a","a.1"
-5.4023,56.5834,7,FALSE,"1","a","a.1"
5.3333,60.3833,8,FALSE,"1","a","a.1"
6.0167,58.45,9,FALSE,"1","a","a.1"
7.15,53.7167,10,FALSE,"1","a","a.1"
