first,firstbreed,breedage,firstreturn,returnage
1,NA,NA,NA,NA
1,NA,NA,NA,NA
1,NA,NA,NA,NA
1,NA,NA,NA,NA
1,NA,NA,NA,NA
1,NA,NA,NA,NA
1,NA,NA,NA,NA
1,NA,NA,NA,NA
1,NA,NA,NA,NA
1,NA,NA,NA,NA
1,NA,NA,NA,NA
1,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,9,7
2,NA,NA,NA,NA
2,NA,NA,6,4
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,8,6,4,2
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,9,7,5,3
2,NA,NA,7,5
2,9,7,5,3
2,NA,NA,NA,NA
2,NA,NA,6,4
2,NA,NA,7,5
2,NA,NA,NA,NA
2,NA,NA,5,3
2,11,9,6,4
2,NA,NA,NA,NA
2,NA,NA,5,3
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,8,6
2,NA,NA,5,3
2,NA,NA,5,3
2,NA,NA,NA,NA
2,8,6,6,4
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,7,5
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,5,3
2,NA,NA,5,3
2,NA,NA,6,4
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,12,10,5,3
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,7,5,5,3
2,NA,NA,NA,NA
2,NA,NA,5,3
2,NA,NA,5,3
2,NA,NA,6,4
2,NA,NA,5,3
2,NA,NA,4,2
2,NA,NA,6,4
2,NA,NA,4,2
2,10,8,5,3
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,8,6
2,NA,NA,5,3
2,NA,NA,5,3
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,9,7,5,3
2,NA,NA,9,7
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,10,8
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,6,4
2,NA,NA,NA,NA
2,10,8,5,3
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,10,8,5,3
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,5,3
2,NA,NA,NA,NA
2,NA,NA,5,3
2,NA,NA,NA,NA
2,NA,NA,6,4
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,4,2
2,NA,NA,NA,NA
2,19,17,6,4
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,5,3
2,NA,NA,6,4
2,NA,NA,5,3
2,NA,NA,7,5
2,NA,NA,NA,NA
2,9,7,5,3
2,8,6,5,3
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,8,6,6,4
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,7,5
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,8,6
2,NA,NA,NA,NA
2,NA,NA,6,4
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,5,3
2,NA,NA,5,3
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,9,7,5,3
2,15,13,7,5
2,NA,NA,NA,NA
2,12,10,5,3
2,NA,NA,NA,NA
2,9,7,6,4
2,NA,NA,NA,NA
2,NA,NA,5,3
2,NA,NA,11,9
2,NA,NA,8,6
2,NA,NA,NA,NA
2,8,6,5,3
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,4,2
2,NA,NA,5,3
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,10,8,5,3
2,NA,NA,5,3
2,NA,NA,5,3
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,5,3
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,8,6,5,3
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,8,6,5,3
2,NA,NA,5,3
2,NA,NA,5,3
2,9,7,5,3
2,NA,NA,6,4
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,NA,NA
2,NA,NA,5,3
2,NA,NA,7,5
2,8,6,5,3
2,NA,NA,NA,NA
2,NA,NA,5,3
2,NA,NA,NA,NA
2,NA,NA,5,3
3,NA,NA,9,6
3,NA,NA,6,3
3,NA,NA,NA,NA
3,NA,NA,8,5
3,18,15,6,3
3,NA,NA,NA,NA
3,NA,NA,6,3
3,NA,NA,6,3
3,8,5,6,3
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,10,7,6,3
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,11,8
3,NA,NA,6,3
3,NA,NA,7,4
3,NA,NA,NA,NA
3,10,7,6,3
3,NA,NA,NA,NA
3,15,12,5,2
3,NA,NA,5,2
3,NA,NA,NA,NA
3,NA,NA,8,5
3,8,5,6,3
3,NA,NA,7,4
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,9,6,5,2
3,9,6,6,3
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,11,8,6,3
3,NA,NA,9,6
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,9,6,5,2
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,5,2
3,NA,NA,NA,NA
3,NA,NA,8,5
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,5,2
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,8,5,5,2
3,10,7,7,4
3,NA,NA,5,2
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,6,3
3,NA,NA,6,3
3,19,16,5,2
3,NA,NA,9,6
3,NA,NA,9,6
3,NA,NA,8,5
3,NA,NA,NA,NA
3,NA,NA,10,7
3,NA,NA,NA,NA
3,NA,NA,13,10
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,6,3
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,9,6,7,4
3,NA,NA,6,3
3,NA,NA,6,3
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,6,3
3,NA,NA,5,2
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,8,5
3,NA,NA,9,6
3,NA,NA,NA,NA
3,9,6,6,3
3,NA,NA,6,3
3,NA,NA,7,4
3,NA,NA,5,2
3,11,8,6,3
3,10,7,5,2
3,NA,NA,NA,NA
3,NA,NA,9,6
3,NA,NA,8,5
3,NA,NA,NA,NA
3,NA,NA,5,2
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,6,3
3,9,6,6,3
3,NA,NA,6,3
3,NA,NA,7,4
3,NA,NA,NA,NA
3,NA,NA,5,2
3,NA,NA,5,2
3,NA,NA,8,5
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,11,8,6,3
3,NA,NA,NA,NA
3,NA,NA,8,5
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,8,5
3,10,7,6,3
3,NA,NA,7,4
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,9,6
3,NA,NA,6,3
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,6,3
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,5,2
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,7,4
3,NA,NA,NA,NA
3,NA,NA,6,3
3,NA,NA,NA,NA
3,8,5,5,2
3,NA,NA,8,5
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,8,5,6,3
3,NA,NA,6,3
3,NA,NA,NA,NA
3,NA,NA,7,4
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,9,6
3,NA,NA,NA,NA
3,NA,NA,6,3
3,NA,NA,NA,NA
3,8,5,5,2
3,NA,NA,5,2
3,NA,NA,6,3
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,9,6
3,NA,NA,NA,NA
3,NA,NA,7,4
3,9,6,6,3
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,9,6,5,2
3,14,11,6,3
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,5,2
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,10,7,6,3
3,NA,NA,6,3
3,NA,NA,NA,NA
3,NA,NA,9,6
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,6,3
3,NA,NA,NA,NA
3,NA,NA,6,3
3,NA,NA,5,2
3,13,10,5,2
3,NA,NA,NA,NA
3,NA,NA,6,3
3,NA,NA,6,3
3,NA,NA,NA,NA
3,8,5,6,3
3,NA,NA,8,5
3,10,7,6,3
3,10,7,5,2
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,10,7,7,4
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,6,3
3,NA,NA,6,3
3,12,9,8,5
3,NA,NA,NA,NA
3,NA,NA,9,6
3,NA,NA,NA,NA
3,NA,NA,6,3
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,9,6
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,11,8,6,3
3,NA,NA,NA,NA
3,10,7,6,3
3,NA,NA,5,2
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,6,3
3,NA,NA,NA,NA
3,10,7,5,2
3,NA,NA,5,2
3,NA,NA,6,3
3,NA,NA,NA,NA
3,NA,NA,9,6
3,NA,NA,6,3
3,NA,NA,8,5
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,8,5
3,NA,NA,NA,NA
3,NA,NA,5,2
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,8,5
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,NA,NA,NA,NA
3,11,8,6,3
3,NA,NA,NA,NA
4,NA,NA,7,3
4,NA,NA,6,2
4,NA,NA,9,5
4,NA,NA,7,3
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,15,11,7,3
4,10,6,7,3
4,NA,NA,7,3
4,13,9,6,2
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,9,5
4,NA,NA,7,3
4,NA,NA,7,3
4,NA,NA,NA,NA
4,NA,NA,6,2
4,NA,NA,6,2
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,6,2
4,NA,NA,NA,NA
4,NA,NA,7,3
4,NA,NA,10,6
4,NA,NA,7,3
4,11,7,7,3
4,9,5,7,3
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,10,6,7,3
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,6,2
4,NA,NA,6,2
4,NA,NA,6,2
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,9,5
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,17,13,7,3
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,10,6
4,20,16,7,3
4,NA,NA,7,3
4,10,6,6,2
4,10,6,7,3
4,15,11,7,3
4,NA,NA,NA,NA
4,17,13,7,3
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,8,4
4,10,6,7,3
4,17,13,7,3
4,19,15,9,5
4,NA,NA,7,3
4,NA,NA,7,3
4,NA,NA,NA,NA
4,NA,NA,9,5
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,19,15,7,3
4,NA,NA,NA,NA
4,11,7,8,4
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,10,6,8,4
4,NA,NA,6,2
4,NA,NA,NA,NA
4,NA,NA,9,5
4,NA,NA,8,4
4,NA,NA,NA,NA
4,NA,NA,7,3
4,NA,NA,NA,NA
4,NA,NA,9,5
4,13,9,7,3
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,8,4
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,7,3
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,9,5
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,6,2
4,NA,NA,NA,NA
4,NA,NA,8,4
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,10,6,6,2
4,NA,NA,NA,NA
4,NA,NA,6,2
4,NA,NA,10,6
4,8,4,6,2
4,NA,NA,NA,NA
4,11,7,6,2
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,10,6,7,3
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,7,3
4,11,7,7,3
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,7,3
4,NA,NA,6,2
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,11,7,8,4
4,10,6,6,2
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,23,19,6,2
4,NA,NA,8,4
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,10,6,8,4
4,NA,NA,NA,NA
4,15,11,7,3
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,8,4
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,8,4
4,10,6,7,3
4,NA,NA,NA,NA
4,NA,NA,7,3
4,11,7,6,2
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,6,2
4,10,6,6,2
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,NA,NA,NA,NA
4,15,11,7,3
5,NA,NA,7,2
5,NA,NA,8,3
5,NA,NA,NA,NA
5,NA,NA,NA,NA
5,NA,NA,NA,NA
5,NA,NA,8,3
5,NA,NA,8,3
5,13,8,9,4
5,14,9,8,3
5,NA,NA,9,4
5,NA,NA,NA,NA
5,NA,NA,NA,NA
5,14,9,9,4
5,NA,NA,11,6
5,16,11,8,3
5,11,6,8,3
5,NA,NA,8,3
5,NA,NA,7,2
5,NA,NA,NA,NA
5,NA,NA,9,4
5,NA,NA,NA,NA
5,NA,NA,NA,NA
5,NA,NA,8,3
5,NA,NA,7,2
5,NA,NA,7,2
5,NA,NA,NA,NA
5,NA,NA,7,2
5,NA,NA,9,4
5,NA,NA,9,4
5,NA,NA,NA,NA
5,NA,NA,NA,NA
5,NA,NA,NA,NA
5,NA,NA,NA,NA
5,NA,NA,9,4
5,NA,NA,8,3
5,NA,NA,8,3
5,NA,NA,9,4
5,NA,NA,7,2
5,NA,NA,9,4
5,NA,NA,NA,NA
5,NA,NA,9,4
5,NA,NA,9,4
5,11,6,9,4
5,NA,NA,NA,NA
5,NA,NA,NA,NA
5,NA,NA,8,3
5,NA,NA,9,4
5,NA,NA,7,2
5,NA,NA,8,3
5,NA,NA,10,5
5,15,10,7,2
5,NA,NA,NA,NA
5,NA,NA,NA,NA
5,NA,NA,9,4
5,NA,NA,NA,NA
5,NA,NA,NA,NA
5,NA,NA,NA,NA
5,NA,NA,NA,NA
5,NA,NA,NA,NA
5,NA,NA,8,3
5,NA,NA,7,2
5,NA,NA,NA,NA
5,NA,NA,NA,NA
5,13,8,7,2
5,14,9,7,2
5,NA,NA,8,3
5,21,16,9,4
5,NA,NA,NA,NA
5,NA,NA,7,2
5,NA,NA,8,3
5,NA,NA,8,3
5,NA,NA,12,7
5,NA,NA,7,2
5,10,5,8,3
5,NA,NA,7,2
5,NA,NA,9,4
5,NA,NA,8,3
5,25,20,8,3
5,NA,NA,9,4
5,NA,NA,NA,NA
5,11,6,9,4
5,14,9,8,3
5,NA,NA,8,3
5,14,9,8,3
5,NA,NA,NA,NA
5,NA,NA,9,4
5,NA,NA,NA,NA
5,NA,NA,NA,NA
5,NA,NA,9,4
5,NA,NA,NA,NA
5,NA,NA,9,4
5,NA,NA,NA,NA
5,NA,NA,NA,NA
5,NA,NA,NA,NA
5,NA,NA,NA,NA
5,NA,NA,8,3
5,NA,NA,NA,NA
5,NA,NA,NA,NA
5,10,5,8,3
5,NA,NA,8,3
5,NA,NA,9,4
5,NA,NA,NA,NA
5,NA,NA,7,2
5,NA,NA,NA,NA
5,NA,NA,NA,NA
5,NA,NA,NA,NA
5,15,10,7,2
5,NA,NA,NA,NA
5,NA,NA,9,4
5,NA,NA,NA,NA
5,13,8,8,3
5,10,5,7,2
5,NA,NA,9,4
5,NA,NA,NA,NA
5,NA,NA,8,3
5,NA,NA,NA,NA
5,NA,NA,NA,NA
5,NA,NA,NA,NA
5,NA,NA,NA,NA
5,NA,NA,9,4
5,NA,NA,7,2
5,10,5,7,2
5,NA,NA,8,3
5,NA,NA,9,4
5,NA,NA,9,4
5,NA,NA,NA,NA
5,NA,NA,NA,NA
5,NA,NA,NA,NA
5,NA,NA,NA,NA
5,NA,NA,NA,NA
5,NA,NA,NA,NA
9,NA,NA,NA,NA
5,NA,NA,8,3
5,NA,NA,NA,NA
5,NA,NA,7,2
5,NA,NA,NA,NA
5,12,7,7,2
5,NA,NA,7,2
5,NA,NA,10,5
5,NA,NA,9,4
5,NA,NA,NA,NA
5,NA,NA,NA,NA
5,NA,NA,NA,NA
5,NA,NA,NA,NA
5,NA,NA,9,4
5,10,5,7,2
5,NA,NA,9,4
5,NA,NA,NA,NA
5,NA,NA,NA,NA
5,NA,NA,NA,NA
5,11,6,8,3
5,NA,NA,NA,NA
5,15,10,8,3
5,NA,NA,NA,NA
5,NA,NA,8,3
5,NA,NA,NA,NA
5,NA,NA,NA,NA
5,NA,NA,9,4
5,NA,NA,9,4
5,NA,NA,NA,NA
5,NA,NA,NA,NA
5,NA,NA,NA,NA
11,NA,NA,NA,NA
11,16,5,15,4
11,16,5,15,4
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,14,3
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,20,9,15,4
11,16,5,15,4
11,16,5,15,4
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,18,7,14,3
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,16,5,15,4
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,14,3
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,17,6,15,4
11,NA,NA,16,5
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,23,12,16,5
11,NA,NA,NA,NA
11,16,5,14,3
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,16,5,13,2
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,18,7,15,4
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,15,4
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,19,8,13,2
11,16,5,14,3
11,17,6,15,4
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,18,7,15,4
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,21,10,19,8
11,19,8,15,4
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,16,5,15,4
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,16,5,15,4
11,NA,NA,NA,NA
11,16,5,15,4
11,17,6,15,4
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,16,5,15,4
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,14,3
11,NA,NA,15,4
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,15,4
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,20,9,15,4
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,16,5,15,4
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,17,6,16,5
11,NA,NA,14,3
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,15,4
11,NA,NA,NA,NA
11,NA,NA,15,4
11,16,5,15,4
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,16,5,15,4
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,15,4
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,19,8,15,4
11,NA,NA,NA,NA
11,18,7,15,4
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
